ssid,dgsolv
ClC(Cl)=C(Cl)Cl.CC1(C)C(CCC21C)CC2=S,-8.08597922
ClCCCl.CCCCC(CC)COC(=O)C=C,-8.47858421
OCCCC.OC1=CC=C2C(NN=C2C2=CC=C(O)C=C2O)=C1,-24.55705753
C1OCCOC1.C=CCc(cc1)ccc1O,-11.11827593
C(C=Cc1cc2)c1cc2.CC(C(O)=O)C(O)=O,-7.64216168
CCCBr.ClCl,-1.85937388
CCCCCCCCCCCCCCC.CC1=CC=CC(=C1)N1C=NC2=CC(N)=CC=C12,-12.62800029
CCOC(OCC)=O.COC(CCc1ccccc1)=O,-8.95322864
Cc1cc(C)ccc1.CCOC(CCCl)=O,-6.52134316
Cc1ncccc1C.CC1(C)C(C1C(OCc3cc(Oc2ccccc2)ccc3)=O)C=C(C)C,-17.33454973
O=Cc1occc1.CCCCCCCCC(=O)NC,-10.79933653
O=C1CCCO1.FC(F)(F)C(O)(C(F)(F)F)C=O,-4.32250124
OCCOCCOCCOCCO.CCc(sc1)nc1C,-6.45191222
CCCCOCCCC.CCCCCCCCC=O,-7.2727388
ClC(Cl)Cl.CCC(O)COC1CCCCC1C(C)(C)C,-11.50996624
OCCOCCOCCOCCO.ClCCC(C)=O,-6.22244775
c2nc1ccccc1cc2.O=C(c1cocc1)N,-9.94261157
OCc1ccccc1.ClCCC(F)(F)C(F)(F)Cl,-4.49154246
FC(F)C.CCCOc1ccccc1,-7.22271645
COCCOC.Nc1cc(N)ccc1,-9.97295844
CCOC(C)=O.CC2Cc(occ1C)c1CC2,-7.11479771
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.Cc(ccc1n2=O)cc1no2,-5.09183664
CCCCCCCCCCCCCCC=C.CC(CCC=C(C)CCC=C(C)C)=O,-9.01761505
CC1CCCCC1.SC1CCCCC1,-5.8409708
Cc1nc(C)ccc1.FCC(F)C(F)(CF)CF,-4.44157862
ClC(Cl)=C(Cl)Cl.FC(F)C(F)(F)C(Cl)Cl,-3.63454087
OCCCCCCCCCCCC.OCCN(CC)c1ccccc1,-10.20601783
CC1CCCC1.CCC(C)C(C)=C,-4.09850993
CCOc1ccccc1.FCCC(F)(F)C(F)(F)C(F)CF,-5.64501255
CCOC(C)(C)C.FCCCCCF,-4.56040304
CCCCOP(OCCCC)(OCCCC)=O.FC(F)(F)C(F)(F)C(F)(F)O,-8.66808951
OCCCCCO.Cc1ccccc1SSc2ccccc2C,-11.22864764
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O.OC(CCC32C)CC2CCC4C1CC=CC1(C)CCC43,-13.57549722
CCC#N.CC(C)CC=C(c1ccccc1)C=O,-10.64218125
CC(Cl)(Cl)Cl.CSB(C)C,-4.42393917
Cc1ncccc1C.CCC=CS,-4.8887311
CN1CCN(C)C1=O.Nc1nnnn1C,-15.77446065
NCCCN(C)C.Fc1ccccc1C=O,-6.68863577
CCCOCC(O)C.COC(C)C(F)(F)C(F)(F)F,-3.59646872
CC(C)=O.FC(F)(Br)C(F)(Cl)C=C,-4.70533145
OCCCC.N#Cc1occc1,-5.94158984
Cc1cccc(C)c1C.COc1ccc(C)cc1C,-7.01892255
ClCCCl.FC(F)(F)S(=O)(=O)N=C(c1ccccc1)NS(C(F)(F)F)(=O)=O,-14.10731377
CCC(C)c1ccccc1.CNC,-2.26925024
OCCN.CCOP1(C(C)(C)C(C)C1(C)C)=O,-8.20079147
O=C1CCCO1.CB(C)C,-1.22992574
ClC(Cl)(Cl)Cl.ClCCC(F)(F)C,-4.3340849
CCCCCCC=C.O=C3c2cccc(c2C(=O)c1ccccc31)N(=O)=O,-12.89701668
COCCOCCO.CCCCCCCCCCCC(OO)=O,-8.91058703
COCCOCCOCCOCCOC.O(Cc1cc2)Cc1cc2,-6.56323196
CCOC(CCC)=O.CN1C2CCC1CCC2,-5.98680627
CC(C)c(cc1)ccc1C.Clc1ccc(N=C=O)cc1Cl,-8.04150524
CCOC(C)=O.O=C2Nc1ccccc1N2,-13.54795316
OCCc1ccccc1.CC(C)C(F)(C)C,-3.8458044
CC(=O)c1ccccc1.CCCSC(C)C,-5.62951399
CCCCCC.Cc1[nH]c(C)cc1,-5.21429142
Brc2c1ccccc1ccc2.CCOC(=O)c1ccccn1,-9.07244448
CCC(C)=C.S=c1[nH]c([nH]cc1)=S,-10.70272529
CCCCCCCCCCCCCCC=C.Brc2ccc(cc2)N=C(C)Nc1ccccc1,-13.72591301
CCCCCCCCC.c(ncc1sc2)cc1c2,-7.24587105
COP(OC)(OC)=O.Nc1nc(N)nc(N)n1,-14.448129
OCCCO.CCCC=NO,-6.70422527
Oc1cc(C)ccc1.COc1ccc(N)cc1N,-13.49039535
CCCCCCCl.CCCC(OC(C)(CCC=C(C)C)C=C)=O,-9.43351891
CC(C)CC(C)=O.O=C1CCCCCCCC=CCCCCCCO1,-12.55599286
CC(C)CCC(C)(C)C.FCCCCCCCCC,-6.16256647
FC(F)C.CN(C)c1cc(ccc1)N(=O)=O,-10.88843017
CC(C)OC(C)C.O=N(=O)c2ccc(cc2)S(=O)(=O)NS(c(cc1)ccc1N(=O)=O)(=O)=O,-21.52735857
OCCCCCCCCCCCC.OCC(Cl)C=C,-5.56348789
CCC(C)C.FC(F)C(C)(C)C(C)(C)C,-5.13787884
C(CC1)CCC1C2CCCCC2.CCCCC(OCC)=O,-5.29884644
CCNC(C)=O.CCOCc1occc1,-6.12620832
CCCCCCCCC=C.Oc1ccccc1C(=O)NO,-8.52939354
CCOC(CCC)=O.FC(F)(F)C(F)(C)C(O)(C)C(F)(F)F,-6.27195136
OCCOCCCC.CN3C(CCCC3CC(O)c1ccccc1)CC(=O)c2ccccc2,-18.85888832
NCCCN.CCCCCC=CC=CC(=O)NCC(C)C,-13.57278388
CCC(C)=C.CC(C)c(c1)cc(C(C)C)cc1O,-10.0900624
CCCCOC(C)=O.CCCCCC=CCCC=CC=O,-9.92379419
CCCCCCCCCCCCC.CC(=CC1)CS1(=O)=O,-6.46606312
CC(C)(C)CC(C)=C.O=C1C=C(OC2=C1C1=CC=CC=C1C=C2)C1=CC=CC=C1,-15.17973837
CS(C)=O.CCC(F)(F)C(O)C(F)(F)F,-8.7202257
CCCCOCCCC.FC(F)(F)C(C)C(F)(F)F,-2.72266653
O.BrCC#C,-1.95900437
OCCCCCCC.CC1CCC2C1(CC3C2(C)C)CC(=C3C)C(C)=O,-11.3362998
CCC(C)c1ccccc1.CC(C)C(Cl)=N,-4.21881345
CCC(O)CC.OC(=O)c1cc(C)ccc1C,-10.45785667
CC(C)C(C)C(C)C.O=C1C=CCO1,-4.51121535
OCCCCCCC.CC(OC(Cl)=O)=C,-4.3239941
CCCCOC(=O)c1ccccc1C(OCCCC)=O.CC(C)(N1CCCCC1)C#N,-8.31697184
C1CCCC1.C1CCC1,-2.58043699
CSC.C,-0.23184845
CCCCCCCCC.OCC1CCCCO1,-5.47918422
Clc2c1ccccc1ccc2.Oc2c1nccnc1ncn2,-10.92778221
C(CCc1cc2)Cc1cc2.C(c2cc3)c1ccccc1c2nc3,-9.98438122
COc1ccccc1.Cc(ccc1C)cc1O,-8.1832497
CCC(O)(C)C.O=C(c2ccccc2)c1ccccc1,-10.35076292
C1OC1.COCC(O)=C,-6.67216721
CC(C)C(C)C.CCC(C(F)(F)F)=N,-3.13988423
C1OC1.CC(C)CCCCCCC=O,-8.27392129
BrCCBr.FC(F)(F)C(=O)CC(=O)c1sccc1,-9.65746312
O1CCCCC1.CCOC(=O)c(cc1)ccc1N(C)C,-11.69490879
CCOC(=O)c1ccccc1.CCCCCCc2c1ccccc1ccc2,-11.12223089
CCC(C)CC.Cc1[nH]c(C)cc1,-5.2300715
CCCCl.OC(CCC=C)=O,-6.2218702
CC(C)N(=O)=O.Nc1cc(S)ccc1,-10.02431844
CCCCN(CCCC)C=O.OS(=O)(=O)C1=CC2=C(C=C1)N=C(N2)C1=CC=CC=C1,-27.23064767
COC(C)=O.OCC(CO)(CO)CC,-9.66685884
CCCCCCCl.CCCCCCCC(C)OC(CCC)=O,-9.55991447
O=N(c1ccccc1)=O.CCC(C#N)c1ccccc1,-9.20347401
OCCN.NCc(cc1F)cc(F)c1,-6.82822614
CCOC(CCC)=O.FCOC(F)(F)C(F)(F)CF,-4.78398186
CCC(C)(C)C.ClC(=O)c(cc1)ccc1F,-6.2509747
CCCC(C)C.ClCC(Cl)=C,-3.82883391
CCCCCCCCCCCCC.c(cc2ccc4c6)c1ccc3ccc(ccc5c6)c7c3c1c2c4c75,-15.64539715
Ic1ccccc1.CCSCCCl,-6.4392045
CC(C)OC(C)C.CCCC(F)(F)C(F)(F)C(F)F,-4.46333557
CI.COc(ccc2C(=O)c1ccccc1)cc2O,-14.09721508
ClC(Cl)C(Cl)Cl.Cc1cc(ncc1)c(ncc2)cc2C,-12.32108596
CCCCCCCCBr.C(CCC1OCCc2ccccc2)C1,-9.72339574
CC1CCCC1.CCC1NC1,-3.58222519
OCCOCCCC.CCC(OC1C)=C(O)C1=O,-8.57371066
OCCCCCC.FC(F)(F)c1c(F)c(F)c(C(C#N)c(c(F)c2F)c(F)c(F)c2C(F)(F)F)c(F)c1F,-11.30115548
ClC(Cl)C(O)=O.Nc2ccc(cc2)S(=O)(=O)Nc3nc1ccccc1nc3,-26.93644344
O1CCCC1.FC(C)CCC(F)(F)F,-4.64388416
FC(F)(F)C(F)(F)C(F)(F)F.Fc1cc(F)c(C)cc1F,-4.07425799
CCCCCCOC(C)=O.COc1ccccc1S,-8.32029001
N#Cc1ccccc1.CCCC(N)C,-4.62997833
NCCCC.FC(C)(Cl)C(C)=O,-4.55631597
CCCCC=C.ClCC(C)C(F)(F)C(F)(F)F,-4.19822145
Cc2c1ccccc1ccc2.CC2(CCC3)CC3(CO2)C1CC=C(C)C1(C)C,-10.99269666
COP(OC)(OC)=O.COC(C)(C)C1CC=C(C)CC1,-6.61344361
CC(C)(C)Cl.FC(F)(F)C(F)(F)C(F)(F)C(F)(C)C(F)(F)F,-3.01838007
O=S=O.CN=C(C)C,-5.15922114
C1CCCCC1.CCCCC(C)CCC,-5.93476943
CCC=C.CC(C)CCC(C)(C)C,-5.62727352
OCCOCCOCCO.O=C1CCCCCCCCCCCCCCCCC1,-10.73473061
CCCCOCCCC.C(CCC3)CCCC3(C4(CCCCCCC4)c2ccccc2)c1ccccc1,-18.58310722
OCCc1ccccc1.CCCC1OC1(CC)C(=O)N,-10.10563919
C#N.FC(F)(F)c1ccc(cc1)N=CN(C)C,-13.95685299
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.COCCC(F)F,-2.29838024
CNC(C)=O.COc2cc(ccc2)C=C(C(CC1C3C)C1(C)C)C3=O,-13.00577579
CCOC(CCC)=O.CC(C)OC(F)(F)C(F)(F)C(F)F,-4.70262327
FC(F)(F)C(F)(F)C(F)(F)F.CN1CCSC1=S,-4.50702159
CC(C)C(C)C(C)C.FC(Cl)(Cl)C(Cl)(Cl)Cl,-5.45430953
Fc1c(F)c(F)c(F)c(F)c1F.Cc2ccccc2Cc1ccccc1,-9.1622347
CC(C)CC(C)C.CC(=O)c1ccc(cc1)N=CN(C)C,-10.44183062
Cc1cc(C)ccc1.Oc1cc(ccc1)N(=O)=O,-9.3118833
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.Clc1cc(ccc1)N=C=O,-4.96173365
N#Cc1ccccc1.Clc1ccc(cc1)c(cc2)ccc2Cl,-11.39715474
NCCCC.FCOC(F)(F)CC,-3.80193066
CCCOCC(O)C.FCCC(F)(C)C,-4.04798445
C1OCCOC1.ClCC(C)(C)C,-4.43940927
NCCCN(C)C.COc1ccc(cc1)N=N(c(cc2)ccc2OC)=O,-14.80587294
BrC(Br)C(Br)Br.FCOC(F)C(F)F,-3.04934243
CC(=C)C#C.FC1CCCC1N,-5.62759297
COC(C)=O.Clc2cc(Cl)c1cccnc1c2O,-10.96185834
ClC(=C)C=C.CN(C)c(cc1)ccc1N,-9.40070498
CC(C)=O.CCC(C)(C)C1CCC(CC1)=O,-8.66443851
NC(C)C.OCc(ccc1)cc1C,-10.47130956
O=N(c1ccccc1)=O.OC1(C)CSC(O)(C)CS1,-10.78015135
OCCCCCCCC.FC(OC1F)OC1(F)F,-3.08862027
CC(C)(C)CC(C)=C.FCCCNCC,-4.58174877
O=N(c1ccccc1)=O.COC(CC)=O,-4.54538627
COC(C)(C)C.CC(OC=O)c1ccccc1,-8.15404747
CC(C)c(cc1)ccc1C.N#CC=C,-3.64357302
OCCC(O)C.COc1ccc(cc1)C(=O)N(C)C,-11.16985161
CCCBr.CCOC(F)(OC(F)(F)C)C(F)(F)F,-4.89157117
OCCC.CC(C)CC=CC(O)C,-7.71145833
CCCCCCCCCCCCCCC=C.CC(C)(C)N(=O)=Cc1ccc(cc1)N(=O)=O,-10.96824199
CC#N.FCC(F)C(F)(F)Cl,-4.2157492
CCOCC.CC=C(C)C#C,-4.15871447
CC(C)CC(C)C.FC(C)C(N)C,-3.50485802
O1CCCCC1.Nc2nc(NC1CC1)nc(N)n2,-12.2215651
c1ccccc1.CCC(C)C,-2.93436611
CCOC(C)=O.NCCN1CCOCC1,-7.71985135
Clc2c1ccccc1ccc2.Nc1ccc(S)cc1,-8.54271913
Brc2c1ccccc1ccc2.CCC(C)COC(=O)c1ccccc1O,-10.22070846
Cc1ncccc1C.Cc2cc1CCCc1cc2,-6.86300975
CCCC=O.FC1(F)C(F)(F)C(F)(C)C(F)(F)C1(F)F,-3.70537635
CC(C)CC(C)C.COC(F)CC,-3.03326808
COCCOC.CCNc1nc(N(CC)CC)nc(Cl)n1,-13.60185544
CCNCC.COCOC,-3.16848279
CCC(C)=C.Cc1ccccc1C,-5.93915164
ClC1CCCCC1.CCCCCCOCCCCCC,-8.40036601
Brc1ccccc1.Oc2c1ccncc1ccc2,-10.18773581
c2nc1ccccc1cc2.CC(=O)c(ccc1)cc1C,-8.20763728
CCOCCOCCOCC.FC(F)OCC(F)F,-3.90211499
CC(=O)c1ccccc1.S1CSSSCS1,-9.89243367
C=CC=C.OC1=CC=C(C=C1)C1=CC2=C(O1)C(=CC(O)=C2)C#N,-18.28828224
CCC(O)(C)C.CCC(F)CCl,-4.27717529
CCOC(OCC)=O.NNC(c1ccccc1)=O,-10.13907795
COC(CC#N)=O.O=CCc1ccccc1,-7.79602303
COCCOC.Fc1cc(F)[nH]c1,-7.59832533
N1CCCCC1.Nc1cccc(ccc2)c1c2N,-11.89159852
CCOC(CCC)=O.FCC(F)(C)C(F)(F)Cl,-4.36768533
CCC(C)=C.C1CSCC1,-4.93221889
C1CC=CCC1.CCCC(O)(C)C,-5.24214497
c1ccccc1.CC=CCCCCCCCC#N,-10.61033272
Clc1ccccc1Cl.NCCC(F)CC,-5.46451893
NCCCN(C)C.c2cc1nn[nH]c1cc2,-14.32043506
CCCCC(C)=O.FC(F)(F)C(F)(C(F)(F)C1(F)F)C(F)(F)C(F)(F)C1(F)F,-2.02308845
CCC(C)(C)C.CCCCOC(=O)c1ccccc1C(OCCCC)=O,-12.19998076
ClC(Cl)C(O)=O.N#CC=Cc1ccccc1,-11.19920773
CCC=C.CCOc1ccccc1O,-7.95871492
O=N(c1ccccc1)=O.Oc1cccc(C)c1O,-9.5640812
O=N(c1ccccc1)=O.ClC1CCCCC1Cl,-6.89137174
ClCC(C)C.CCCCSCC,-6.16883838
FCCCCCCCC.CCc1ccc(CCc(cc2)ccc2CC)cc1,-12.687157
CCCCC(C)=O.CCOc1ccccc1,-6.79929338
CCOC(C)=O.C(COc1ccccc1)Oc2ccccc2,-13.27397177
C1CCCC1.CCOC(=O)c1ccccc1C,-7.95106313
OCCCCCCCCC.CC(C)=CCCC(C)=CCCC=O,-8.87529206
CCCOCC(O)C.COCNCN,-7.04030487
CCCCCCCC.Cc(cnc1C)cc1C,-6.38797935
Oc1cc(C)ccc1.Clc2cc(ccc2)N=C(C)N(C)c1ccccc1,-13.68340336
C(CC2)CCC2c1ccccc1.CN1CCCC1c(ccc2)cc2C(F)(F)F,-8.59354389
CCC(O)CC.CCCCSSCCCC,-7.80167797
CC(Cl)Cl.CCC(=CC)C(=O)NC(=O)N,-11.28688246
OCCOCC.COC(C(F)(F)F)=O,-3.31591738
CCN1CCCC1=O.C(C1)C2CCC1CC2,-4.26047072
C#N.ClCCN(C)C,-10.24739764
BrCCBr.FC(F)(F)C(F)C(F)(C)C(F)(F)F,-2.70393615
Oc1cc(C)ccc1.C(CCC1CCCc2ccccc2)O1,-11.84313685
CC(C)=O.FC(F)OC(F)C(F)F,-4.66261735
OCCC.ClCC(C)Cl,-4.45498123
O=C1CCCO1.NCC(C)(CC)CC,-4.96171388
CO.CCC(C)ON=O,-3.37066907
CCCC(C)C.CC(C=O)Cc2cc1OCOc1cc2,-9.07609447
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CSCCC(=O)C(O)=O,-4.1847862
CCCCC(C)=O.FC(F)(F)c1ccc(cc1)C(=O)N(C)C,-10.13549715
ClC(Cl)Cl.CC(C)(C)NC1CCCCC1,-8.73113775
OCCC.Cc1ccc(cc1Cl)NC(=O)N(C)C,-13.64831471
CCOC(C)=O.CC(C)C2CC1C=C(C)C2CC1C(C)=O,-9.9641253
CCI.ClSC(F)(Cl)Cl,-4.72600104
CCCOCC(O)C.Nc2cc1ccccc1cc2,-11.04760666
n1ccccc1.FCOCCCC,-4.70221323
CCCCCCCCN(CCCCCCCC)CCCCCCCC.CC(C)c1ccccc1C(O)=O,-8.87431423
CNC(C)=O.CN(C)Cc(ccc1)cc1F,-6.02664097
COc1ccccc1.Clc1ccc(cc1Cl)NC(=O)NC,-14.50694783
OC(C)=O.Brc1ccc(cc1)N=CN(C)C,-11.67634555
OCCCCCC.CCCCOB(OCCCC)OCCCC,-8.47715348
NCCCC.CCC(OC=CC1=O)=C1C,-8.71672172
O=C1CCCO1.CN=C=S,-5.78867639
CC(OCc1ccccc1)=O.C(CC3C1C2CC3)C1CC2,-5.50893354
Cc1ccccn1.Cc1cnc(C=C)cn1,-7.27672096
CCCCOC(C)=O.CC=CCCCCCCCC=O,-9.08256007
OCCCCCCC.O=C2NC(c1ccccc21)=O,-10.16604655
CN1CCCCC1=O.CC1=CNC(=O)N=C1N,-18.45024051
CCCCC(C)=O.Nc2nc1nccnc1cn2,-12.47235293
O.CCCCCCCCCCCCC(=O)NC,-6.86093463
ClB(Cl)Cl.c(ccc1c3n5)cc1ccc3cc4c2ccccc2ccc54,-16.65932506
CCC=C.CN(N)c1ccccc1,-7.56597151
CC(C)(C)c1ccccc1.CCCC(O)Cl,-5.45098405
CC(CC(C)=O)=O.CCCCCC#CCCCC,-5.08499557
OCC.COCC=C,-3.33592715
Cc1ccccc1.C=CCC1CCCCC1,-5.87838618
C(CCc1cc2)Cc1cc2.CCCCOCCOCCOCCCC,-10.39752784
CCCC(C)C.OCC(C)=C,-3.37782238
CCC(O)(C)C.COc(ccc2C(=O)c1ccc(OC)cc1O)cc2O,-14.63483201
C1OC1.CCCCCCCCCCCCCCCCCCCCCC,-12.98862234
OCCCCCCCC.COc(ccc2C3=O)cc2C(=O)c1ccccc31,-12.57595392
c2nc1ccccc1cc2.CCOC(=O)c(cc1)ccc1N,-12.58211148
CNC(C)=O.CC(=O)c1c[nH]c2c1cccc2,-15.07588082
CCCCCCOC(C)=O.NCCCN,-5.1712528
C(CC1)CCC1C2CCCCC2.CC(C)NC(C)C,-4.14159113
ClCC(C)C.FC(F)C(F)C(F)(C)Cl,-4.41569719
OCC(O)C.Cc(cc1C)sc1C,-5.07852494
CCCCC=C.CCOC(C(C)C)=O,-4.93790047
CNC=O.O=N1=C(CCO1)N(=O)=O,-10.45710598
CCCC(C)=O.Fc1cccc(F)c1O,-7.62890523
CCOC(CCC)=O.O=N(=O)c1oc(cc1)C=CC=NNC(=O)N,-17.91750338
CNC=O.OCCOCC(CC)CCCC,-7.28574586
OCC(O)C.N#Cc1cc(C=O)ccc1,-9.11033009
CCN(=O)=O.FC(F)(F)OC(C)C(C)(C)C,-3.95806825
OCCCCCCCCCCCC.Clc(ccc1O)cc1O,-11.62328229
COC(C)=O.CC(C)CCC(C)(C)CC,-4.67375302
O=C1CCCC1.CCCCCCCOC(=O)c(cc1)ccc1O,-16.68286513
OCCCCCC.CCc1cccnc1,-7.02316522
Fc1ccccc1.NCc1cc(Cl)ccc1,-7.88491651
CC(C)CC(C)(C)C.O=C(NC2CCCCCC2)Nc1ccccc1,-12.73045248
C1CCCCC1.CC(=O)c1cc(ccc1)N(=O)=O,-8.19248562
OC(C)C.N=C1N=NNN1C1=CC=CC=C1,-16.07920488
O(Cc2ccccc2)Cc1ccccc1.CNCC(OC)OC,-5.30297855
CCC(O)CC.CC2Cc1ccccc1CC2,-7.27407625
CCC(C)=O.S(SC1=NC2=CC=CC=C2S1)C1=NC2=CC=CC=C2S1,-17.81367503
COP(OC)(OC)=O.CC(CCCCCCCC=C)=O,-8.13591813
OCCOCC.Cc(ccc1O2)cc1C=CC2=O,-10.37966195
FCCCCCCCC.CCC2c1ccccc1CCC2,-8.28846744
OCC1CCCO1.CSC(C)(C)C=NOC(=O)NC,-11.48966549
CCCCCl.CCC(C)CCC(O)(C)CC,-7.80909143
CC(C)c1ccccc1.O=C2C=Cc1ccccc1O2,-9.45338207
CCI.C#CCC=C,-3.57557163
OCCCCCCC.CCCCOCCOCCOC(C)=O,-9.57020599
OC(C)C.CCC(F)(F)CC,-3.38499686
ClCCl.FCOC(F)C(F)C(F)(F)F,-4.31352768
CCOC(C)(C)C.OC(=O)c(cc1)ccc1C=O,-12.17395657
FC(F)C(F)C(F)(F)F.OC(=O)c1c(C)cc(C)cc1C,-8.84119145
N1CCCC1.CCCCCCN(=O)=O,-7.29450095
NCc1ccccc1.CC1CCNC1,-4.90735483
CCN(CC)C(C)=O.CN(C)c1ccc(C(C)=O)cc1,-11.64055885
CCC1OC1.OB(O)C,-7.51762023
N1CCCC1.CCN(C)CN=C,-5.22767277
NCCCC.Cc3ccc(cc3)N=C(c1ccccc1)N(C)c2ccccc2,-15.25268083
OC(C)(C)C.NCCc1cccnc1,-10.85579388
CCOCC.OC(=O)c1cc(O)ccc1O,-14.94966291
CCCCOC(=O)c1ccccc1C(OCCCC)=O.CC(C)(C)OCC1OC1,-5.81013052
CCCCC(C)=O.CCCC(C)C(F)C,-4.60906853
CC(C)(C)c1ccccc1.OCCN(=O)=O,-5.88303633
CC(C)=C.FC(F)(Cl)C(C)(Cl)Cl,-4.9215614
CCCOCC(O)C.FCC(CF)(CF)CF,-4.2725346
C1OC1.CC1=CCCC(C)=CCC(CC1)=C(C)C,-9.52853034
Brc2c1ccccc1ccc2.O=CCCC=C2CC3CC2C1CCCC31,-10.68800893
NCCN.CCS(O)(=O)=O,-15.88799806
O1CCCC1.OC(CCC=O)=O,-10.29173363
CC(C)C(C)C(C)C.Clc4cccc(Cl)c4N=P(N3CCCC3)(N2CCCC2)N1CCCC1,-16.35152975
CCOCC.Cc1cocn1,-4.69931106
CCCC(C)C.OC(C)C(C)CCC1CC=C(C)C1(C)C,-9.79005709
CCCCCN(CCCCC)CCCCC.Brc1cc(ccc1)NC(=O)N,-7.65250937
CN(C)C(C)=O.CCOC(=O)C(OCC)=O,-7.79964785
OCc1ccccc1.CN(C)C1CCCCC1,-6.81372745
O=C1CCCCC1.Cc1coc(C)c1F,-4.68874286
N#Cc1ccccc1.CN(C)S(c1ccccc1)(=O)=O,-11.85893228
O.SCCCCCCCCCS,-2.8043698
O.CCCCCc(cc1O)cc(O)c1,-11.12845312
OC(C)=O.CCCC(F)(F)C(F)(F)C(F)(F)F,-2.10043203
CC(Cl)Cl.OC1CCCCC1C(C)(C)C,-8.05498987
ClB(Cl)Cl.FC(F)(F)c(cc1)ccc1O,-6.70878535
Clc1ccccc1.CC(C(C)C(O)=O)C(O)=O,-8.32040207
FC(F)C(F)C(F)(F)F.Clc2ccc(cc2)S(=O)(=NS(C(F)(F)F)(=O)=O)NS(c(cc1)ccc1N(=O)=O)(=O)=O,-21.19556292
OCC(O)CO.CN1C2=C(C=C(C)C(C)=C2)N=C2C(=O)NC(=O)N=C12,-22.06755247
CCCCC=C.ClCC=CCCl,-5.69098087
CN1CCCC1.Cc1ccccc1NC=O,-10.13284353
CCCCCCCCCCCCCC.ClCC#CCCl,-4.73644934
OCCCCCCCCCCCC.COCC(F)(F)C(F)(F)F,-2.64461718
OC1CCCCC1.FCOCC(F)(F)C(F)(F)F,-3.26109537
O(c2ccccc2)c1ccccc1.FC(Br)=C,-2.52371342
C(c2ccccc2)c1ccccc1.ClNC(=O)N,-6.42684001
OCCOCCN.FC(F)(F)C(F)(Cl)C(F)(F)C,-2.12994919
CC(C)C.COC(F)(F)CC,-3.18770888
O.FC(N)(N)C,-11.07571624
CCCCCCCCCCCC.CCC(O)C(C)=O,-4.31196995
CCCCOC(=O)c1ccccc1C(OCCCC)=O.ClC(C1CCCCC1)=O,-6.42745455
CCCCCC(C)=O.CCCCCCCCCCCCCCCC(OC)=O,-12.68601508
CCCCCCC.FC(F)(F)c(cc1)ccc1N,-6.19656625
CC(C)(C)CC(C)CC(C)(C)CC(C)(C)C.CCC(C)C(C)C=C,-4.306453
ClCCl.BrCCCBr,-6.9572127
OCCN.CCCC(C)CC(C)C,-2.61827721
C=Cc1ccccc1.CCCCCCCCCCCCC(O)=O,-11.42866071
CO.CC(CCC=C(C)C=C)=C,-5.46768841
OCCCCCCC.CCC(CC(C)(C)c1ccccc1)=O,-9.21887516
O=S=O.O=Nc1ccccc1,-7.77379345
OCCO.OC(=O)c1[nH]ccc1,-11.42346616
OCC(O)CO.CCCCCCCCCCCC(OC)=O,-5.76351201
COC(C)=O.FCC(F)C(F)Cl,-5.14790739
COCCO.OCc(cc1)oc1C,-8.34443146
OCCN(C)CCO.CCOC(=O)N(CC)CC,-6.26805631
CCCCN(CCCC)C=O.CCC1(C)CCCCC1,-5.10160342
CS(C)=O.FCC(F)(F)OCC(F)(F)F,-4.23547937
Cc1ccccc1N(=O)=O.CCCCCC(C)CO,-7.06341034
CCCCCCCCCCCCC.N(C2)CC1CCC2CC1,-5.91469759
OCCC(O)C.CCCCCCCCCCCCCCCCCCCC,-8.39297233
NCCN.CCCCS(C(C)(C)C)=O,-6.93688368
CCCCOCCCC.N#Cc1ccncn1,-7.01594798
CCC(C)(C)C.OC1=NC2=C(N=NN2)C(O)=N1,-9.28585177
CC(OCc1ccccc1)=O.CCOc(ccc1N2)cc1C(C)=CC2(C)C,-12.03096081
CCCCNCCCC.OCC=C,-5.41669561
CC1CCCC1.CC=C(C)C#C,-3.74445325
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.COC(CCCCC(O)=O)=O,-5.62268035
COC(C)=O.FC(F)(F)SC(F)(F)F,-1.17801017
OCCN.Nc(ccc1O)cc1N,-15.72666062
O=S=O.CCCCCC(OCC(COC(CCCCC)=O)(COC(CCCCC)=O)COC(CCCCC)=O)=O,-22.25137068
CCOC(C)(C)C.CCC(C)COC(CC)=O,-6.42862469
CCC=C.S=C=NCc1ccccc1,-8.45806845
CCCC(C)=O.CCOC(CBr)=O,-6.63700998
CCC=C.OCCC(F)(F)F,-4.35600069
CC#N.O=S(c2ccccc2)(=O)C=Cc1ccccc1,-16.01867455
CCCCOCCCC.O=N(=O)c(cc2N(=O)=O)cc(c2c(n4)nc(nc4c3c(cc(cc3N(=O)=O)N(=O)=O)N(=O)=O)c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O,-27.19863833
